customer_id,segment,years_with_kite,policies_held,auto_renew,switches_last_3_years,comparison_quotes_last_renewal,days_letter_to_action,support_contacts_per_year,claims_last_5_years,premium_annual_eur,contents_sum_insured_eur,age_band,region,home_type,works_from_home
K-12904,Payer,2,1,yes,0,0,15,0,0,474,37000,45-54,Rest of Leinster,semi-detached,yes
K-12905,Switcher,4,1,no,2,2,3,0,0,399,36000,55-64,Dublin,semi-detached,no
K-12906,Juggler,2,2,no,2,1,13,1,0,695,42500,55-64,Connacht,semi-detached,yes
K-12907,Payer,2,1,no,0,0,15,0,0,636,38000,45-54,Rest of Leinster,detached,yes
K-12908,Payer,4,1,yes,0,0,6,1,0,540,38500,55-64,Connacht,semi-detached,
K-12909,Payer,1,1,yes,1,0,9,0,0,425,30500,45-54,Munster,semi-detached,no
K-12910,Juggler,3,4,yes,0,2,12,2,0,1308,28000,35-44,Connacht,terrace,yes
K-12911,Switcher,2,2,no,3,4,1,0,1,424,37000,35-44,Connacht,bungalow,yes
K-12912,Juggler,3,2,no,2,1,15,2,0,697,34500,25-34,Munster,semi-detached,yes
K-12913,Payer,3,1,yes,0,0,13,0,0,593,39000,35-44,Munster,detached,yes
K-12914,Switcher,1,1,no,2,5,2,1,2,446,50000,55-64,Connacht,detached,no
K-12915,Juggler,3,3,no,0,2,12,1,0,1061,40500,35-44,Ulster,semi-detached,yes
K-12916,Juggler,4,4,no,2,0,7,1,1,1633,29000,45-54,Munster,semi-detached,no
K-12917,Payer,3,2,yes,0,0,20,0,2,431,34000,35-44,Munster,semi-detached,
K-12918,Switcher,1,2,no,1,2,9,1,0,362,40500,35-44,Munster,semi-detached,no
K-12919,Switcher,2,1,no,3,3,7,0,0,384,24500,55-64,Connacht,terrace,no
K-12920,Juggler,3,2,no,1,1,7,3,0,908,53000,35-44,Rest of Leinster,detached,yes
K-12921,Switcher,2,1,yes,2,4,8,2,0,359,28500,45-54,Munster,semi-detached,no
K-12922,Juggler,4,3,no,2,3,8,2,0,1040,33500,35-44,Dublin,semi-detached,no
K-12923,Payer,2,2,yes,0,0,18,0,0,571,39500,35-44,Munster,detached,yes
K-12924,Switcher,1,1,no,2,2,5,0,0,424,43000,35-44,Munster,semi-detached,yes
K-12925,Payer,3,1,yes,0,0,14,2,1,390,22500,45-54,Dublin,apartment,no
K-12926,Juggler,2,2,yes,0,2,3,3,0,690,31500,25-34,Ulster,semi-detached,yes
K-12927,Juggler,1,4,no,1,0,14,3,0,1067,23000,35-44,Rest of Leinster,apartment,no
K-12928,Switcher,1,1,no,2,3,4,1,0,319,27000,35-44,Dublin,apartment,no
K-12929,Switcher,1,1,no,2,4,6,0,0,310,25500,35-44,Ulster,apartment,no
K-12930,Payer,2,1,yes,0,0,16,0,0,467,33500,45-54,Munster,semi-detached,yes
K-12931,Juggler,2,4,no,1,1,16,2,2,1402,30000,45-54,Rest of Leinster,terrace,no
K-12932,Switcher,1,1,no,1,4,1,0,0,394,31000,35-44,Munster,terrace,
K-12933,Switcher,2,2,no,3,3,6,0,1,304,29000,35-44,Munster,apartment,no
K-12934,Juggler,2,2,yes,2,1,11,1,0,566,24000,35-44,Dublin,apartment,no
K-12935,Payer,4,1,yes,0,0,16,1,2,489,38500,35-44,Rest of Leinster,semi-detached,
K-12936,Switcher,4,1,no,2,5,5,0,0,353,39500,35-44,Dublin,semi-detached,no
K-12937,Switcher,1,1,no,1,4,4,1,0,355,41000,65+,Dublin,semi-detached,no
K-12938,Payer,3,1,yes,0,1,25,1,1,341,20500,45-54,Dublin,apartment,no
K-12939,Juggler,3,2,yes,1,0,12,2,0,740,31500,35-44,Munster,semi-detached,no
K-12940,Switcher,3,1,no,3,4,2,0,0,358,40500,35-44,Rest of Leinster,bungalow,yes
K-12941,Payer,3,1,no,1,0,13,2,0,442,39500,45-54,Dublin,semi-detached,no
K-12942,Payer,2,2,yes,0,0,20,0,0,368,25500,55-64,Munster,apartment,no
K-12943,Switcher,1,1,no,3,3,4,0,0,414,38000,65+,Munster,semi-detached,no
K-12944,Juggler,4,2,yes,2,1,2,3,0,680,31500,45-54,Connacht,semi-detached,yes
K-12945,Switcher,2,1,no,3,3,6,0,0,391,32500,25-34,Munster,terrace,yes
K-12946,Switcher,1,1,no,1,5,3,0,0,326,28000,35-44,Munster,apartment,no
K-12947,Payer,1,1,yes,0,0,24,1,0,318,27000,45-54,Dublin,apartment,yes
K-12948,Payer,4,1,yes,0,0,5,1,0,529,29500,55-64,Munster,semi-detached,
K-12949,Switcher,1,1,no,3,3,4,0,0,347,30500,45-54,Dublin,semi-detached,no
K-12950,Switcher,2,1,no,2,3,5,0,1,538,41500,55-64,Rest of Leinster,detached,
K-12951,Switcher,1,1,no,1,3,4,0,0,426,32500,45-54,Munster,semi-detached,no
K-12952,Switcher,4,2,no,3,2,6,0,1,318,27500,45-54,Connacht,terrace,no
K-12953,Payer,3,1,yes,0,0,16,0,0,529,34000,65+,Dublin,semi-detached,
K-12954,Switcher,2,1,no,1,5,5,2,0,540,50500,35-44,Munster,detached,yes
K-12955,Payer,1,1,yes,0,1,15,2,0,389,39000,35-44,Connacht,semi-detached,no
K-12956,Switcher,2,1,no,2,3,5,1,0,296,24000,45-54,Dublin,apartment,no
K-12957,Switcher,3,1,no,3,4,5,0,1,527,39500,25-34,Munster,detached,no
K-12958,Juggler,3,2,yes,0,0,11,2,1,964,36500,65+,Dublin,detached,no
K-12959,Payer,2,1,yes,0,1,20,0,0,353,28000,35-44,Dublin,apartment,no
K-12960,Payer,4,2,no,1,0,15,0,0,518,40000,35-44,Connacht,semi-detached,no
K-12961,Juggler,2,2,yes,0,1,7,2,0,736,41000,65+,Ulster,semi-detached,no
K-12962,Switcher,4,1,no,2,3,5,0,0,352,35500,65+,Ulster,semi-detached,no
K-12963,Switcher,3,1,no,3,4,9,0,1,284,24500,25-34,Rest of Leinster,apartment,yes
K-12964,Payer,3,2,yes,0,0,16,0,0,652,56500,25-34,Dublin,detached,yes
K-12965,Switcher,4,1,yes,3,4,4,0,0,435,42500,35-44,Ulster,detached,yes
K-12966,Payer,2,1,yes,1,0,9,2,0,417,43500,35-44,Dublin,semi-detached,yes
K-12967,Juggler,2,3,yes,2,2,2,1,0,1327,45500,35-44,Munster,detached,no
K-12968,Payer,1,1,yes,0,1,20,0,0,322,22000,35-44,Connacht,apartment,no
K-12969,Payer,4,1,yes,0,0,6,1,0,426,33000,35-44,Rest of Leinster,terrace,
K-12970,Payer,2,1,yes,0,0,9,0,1,558,41000,55-64,Rest of Leinster,detached,no
K-12971,Switcher,2,1,no,1,4,5,0,0,357,34500,25-34,Ulster,semi-detached,no
K-12972,Payer,1,1,yes,0,1,22,1,0,370,30000,45-54,Rest of Leinster,terrace,
K-12973,Switcher,2,1,no,2,3,2,1,0,385,42000,25-34,Dublin,semi-detached,no
K-12974,Payer,3,1,yes,0,1,17,1,0,380,21000,35-44,Dublin,apartment,
K-12975,Juggler,3,4,yes,1,1,8,2,0,2022,52000,35-44,Dublin,detached,no
K-12976,Payer,3,1,yes,0,0,12,1,0,450,31000,65+,Dublin,semi-detached,no
K-12977,Juggler,4,2,yes,2,0,5,2,0,737,35000,25-34,Rest of Leinster,terrace,yes
K-12978,Juggler,3,3,no,1,3,9,0,1,1234,40500,45-54,Connacht,semi-detached,yes
K-12979,Juggler,3,2,no,1,1,10,1,0,978,53500,65+,Dublin,detached,
K-12980,Switcher,1,1,no,3,3,7,0,0,358,42500,45-54,Rest of Leinster,semi-detached,
K-12981,Payer,2,2,yes,0,1,11,1,0,356,29000,35-44,Connacht,apartment,no
K-12982,Juggler,3,3,no,1,2,16,1,1,1118,31000,35-44,Dublin,semi-detached,yes
K-12983,Payer,4,1,yes,0,0,22,1,0,451,34500,35-44,Rest of Leinster,semi-detached,yes
K-12984,Payer,4,1,yes,0,0,8,0,0,503,40000,35-44,Connacht,bungalow,no
K-12985,Switcher,1,1,no,1,2,6,1,0,415,33000,55-64,Dublin,semi-detached,no
K-12986,Payer,3,1,yes,0,0,20,0,0,435,31500,25-34,Connacht,terrace,no
K-12987,Juggler,3,3,yes,2,2,8,1,0,1079,36500,35-44,Munster,terrace,yes
K-12988,Payer,4,1,yes,0,0,21,1,0,379,28000,35-44,Rest of Leinster,apartment,yes
K-12989,Switcher,4,1,no,3,4,1,0,0,421,33000,55-64,Dublin,semi-detached,no
K-12990,Juggler,1,3,no,1,1,2,1,0,1302,52000,25-34,Dublin,detached,yes
K-12991,Switcher,3,1,no,1,4,7,0,0,399,28000,45-54,Connacht,semi-detached,no
K-12992,Switcher,1,1,no,3,4,2,1,1,430,51000,35-44,Munster,detached,yes
K-12993,Switcher,4,1,no,1,5,5,0,0,347,40000,55-64,Munster,semi-detached,no
K-12994,Juggler,4,4,no,1,1,12,1,0,1418,38500,35-44,Ulster,bungalow,no
K-12995,Switcher,2,1,no,1,4,4,1,0,388,34000,35-44,Dublin,semi-detached,yes
K-12996,Juggler,3,3,no,2,1,7,2,0,1018,34000,35-44,Connacht,terrace,yes
K-12997,Juggler,3,2,yes,2,0,6,4,0,1029,42000,35-44,Munster,detached,no
K-12998,Payer,4,1,yes,0,0,16,1,0,476,38500,25-34,Connacht,semi-detached,yes
K-12999,Juggler,3,2,no,0,1,12,4,0,685,29500,55-64,Rest of Leinster,terrace,no
K-13000,Juggler,2,3,yes,0,2,6,2,1,1259,40000,45-54,Dublin,detached,no
K-13001,Juggler,4,3,yes,1,1,6,0,0,1049,26000,45-54,Dublin,terrace,yes
K-13002,Payer,4,1,yes,0,0,9,1,0,662,51500,35-44,Rest of Leinster,detached,yes
K-13003,Switcher,2,1,no,1,5,5,0,0,404,38500,65+,Dublin,semi-detached,no
K-13004,Payer,3,1,no,0,0,15,0,0,495,34500,25-34,Rest of Leinster,semi-detached,
K-13005,Juggler,4,4,yes,0,1,9,4,0,1876,56500,45-54,Munster,detached,yes
K-13006,Switcher,3,1,no,3,3,7,1,0,481,50000,55-64,Rest of Leinster,detached,no
K-13007,Juggler,2,3,no,1,1,8,2,0,1069,35500,55-64,Munster,semi-detached,no
K-13008,Switcher,4,1,no,2,4,5,2,0,527,45000,25-34,Ulster,detached,no
K-13009,Switcher,1,1,no,2,5,6,2,0,361,32500,45-54,Rest of Leinster,terrace,
K-13010,Juggler,1,3,no,1,3,11,2,0,1129,39500,25-34,Rest of Leinster,semi-detached,yes
K-13011,Switcher,2,1,no,3,3,5,0,0,395,31000,55-64,Rest of Leinster,semi-detached,no
K-13012,Payer,2,1,yes,0,0,5,2,0,421,44000,45-54,Dublin,semi-detached,yes
K-13013,Juggler,2,4,no,1,3,10,2,1,1384,41500,45-54,Dublin,bungalow,
K-13014,Switcher,1,1,no,1,5,5,1,0,431,44500,45-54,Munster,detached,yes
K-13015,Juggler,1,4,no,0,0,11,3,0,1678,29000,35-44,Munster,semi-detached,no
K-13016,Juggler,4,2,no,0,1,5,2,0,687,42000,35-44,Munster,semi-detached,no
K-13017,Switcher,1,1,no,3,5,1,0,0,296,23500,45-54,Dublin,apartment,no
K-13018,Payer,2,1,yes,0,0,14,1,0,434,31500,35-44,Rest of Leinster,semi-detached,yes
K-13019,Payer,3,1,yes,0,0,11,1,0,556,50000,45-54,Munster,detached,
K-13020,Switcher,2,1,yes,3,4,4,1,0,440,48000,45-54,Munster,detached,no
K-13021,Switcher,2,2,no,3,4,7,0,0,400,39500,35-44,Connacht,semi-detached,yes
K-13022,Juggler,4,4,no,0,2,2,2,0,2013,41500,35-44,Connacht,detached,yes
K-13023,Payer,4,1,yes,0,1,19,2,0,379,26000,35-44,Dublin,apartment,
K-13024,Juggler,3,4,yes,2,2,14,1,1,1959,48000,55-64,Munster,detached,no
K-13025,Payer,2,1,yes,0,0,15,1,0,312,25000,35-44,Dublin,apartment,no
K-13026,Payer,4,1,no,0,0,7,1,0,674,53000,65+,Dublin,detached,no
K-13027,Switcher,3,1,no,3,2,4,1,0,392,30000,65+,Dublin,semi-detached,no
K-13028,Switcher,1,1,no,2,2,5,1,1,315,20000,35-44,Dublin,apartment,no
K-13029,Payer,4,1,yes,0,0,13,0,0,398,22000,55-64,Munster,apartment,no
K-13030,Juggler,1,3,no,1,3,12,1,0,963,28500,25-34,Rest of Leinster,apartment,no
K-13031,Juggler,4,3,no,2,1,10,0,0,1190,28000,35-44,Munster,semi-detached,
K-13032,Payer,3,1,yes,0,0,17,1,0,533,28500,55-64,Dublin,bungalow,
K-13033,Payer,4,2,yes,0,1,5,1,0,497,33500,55-64,Connacht,semi-detached,no
K-13034,Payer,3,1,yes,0,1,20,0,1,422,26000,65+,Ulster,terrace,no
K-13035,Payer,4,1,yes,0,0,21,1,0,524,28000,55-64,Ulster,semi-detached,no
K-13036,Juggler,3,2,no,1,1,15,2,0,565,29000,35-44,Connacht,apartment,no
K-13037,Juggler,2,3,yes,1,1,6,3,1,1535,43500,45-54,Dublin,detached,no
K-13038,Juggler,4,3,yes,0,1,12,1,0,1078,29500,25-34,Munster,bungalow,no
K-13039,Switcher,2,1,no,2,5,4,0,0,421,37500,55-64,Connacht,semi-detached,no
K-13040,Payer,4,1,yes,0,0,18,0,0,523,33000,45-54,Dublin,semi-detached,
K-13041,Payer,4,1,yes,0,0,26,2,0,473,34500,35-44,Rest of Leinster,semi-detached,no
K-13042,Switcher,2,1,no,3,3,4,0,1,333,25000,55-64,Dublin,terrace,no
K-13043,Payer,3,1,yes,0,1,8,1,0,468,25500,45-54,Dublin,terrace,
K-13044,Juggler,2,2,yes,1,1,13,1,0,540,28500,65+,Rest of Leinster,apartment,no
K-13045,Payer,4,1,yes,0,0,12,0,0,690,52000,55-64,Rest of Leinster,detached,no
K-13046,Payer,4,1,yes,0,0,5,0,0,611,38000,45-54,Dublin,detached,
K-13047,Payer,3,1,yes,0,0,21,0,0,361,21500,35-44,Ulster,apartment,
K-13048,Switcher,2,1,no,3,3,4,0,1,342,27000,35-44,Connacht,terrace,no
K-13049,Payer,3,1,yes,0,0,9,0,2,517,40500,55-64,Rest of Leinster,semi-detached,
K-13050,Payer,4,1,yes,0,1,17,0,0,445,37000,35-44,Connacht,semi-detached,yes
K-13051,Juggler,2,2,no,1,0,9,3,0,954,38500,55-64,Munster,detached,no
K-13052,Switcher,1,1,no,2,5,3,2,0,379,42000,25-34,Munster,semi-detached,yes
K-13053,Payer,4,1,yes,0,0,30,0,0,458,31000,65+,Munster,semi-detached,no
K-13054,Switcher,3,1,no,1,5,1,1,0,328,21500,55-64,Dublin,apartment,no
K-13055,Payer,3,1,yes,0,0,20,0,0,509,31000,45-54,Munster,semi-detached,no
K-13056,Juggler,3,3,no,0,0,13,1,1,1219,31000,35-44,Rest of Leinster,semi-detached,yes
K-13057,Switcher,4,2,no,2,4,5,1,0,273,27000,45-54,Munster,apartment,yes
K-13058,Juggler,4,3,no,0,2,5,2,0,1098,38500,45-54,Rest of Leinster,semi-detached,no
K-13059,Payer,2,1,yes,0,0,8,0,0,582,54000,65+,Munster,detached,no
K-13060,Payer,4,1,no,0,0,16,0,1,568,42500,55-64,Dublin,detached,no
K-13061,Switcher,1,1,no,2,3,2,0,0,462,54500,45-54,Ulster,detached,yes
K-13062,Payer,4,1,yes,0,0,21,2,0,526,31500,45-54,Ulster,semi-detached,yes
K-13063,Switcher,1,1,no,3,4,6,0,1,375,31000,35-44,Munster,semi-detached,no
K-13064,Payer,4,2,yes,0,1,15,0,0,601,51000,35-44,Rest of Leinster,detached,no
K-13065,Payer,2,2,yes,0,0,13,0,0,626,51500,65+,Dublin,detached,no
K-13066,Payer,3,1,yes,0,1,16,1,0,481,32000,55-64,Munster,terrace,
K-13067,Juggler,2,3,no,0,2,6,2,1,1060,42000,25-34,Rest of Leinster,semi-detached,
K-13068,Juggler,1,4,no,1,1,13,2,1,1580,38000,35-44,Connacht,semi-detached,yes
K-13069,Juggler,1,3,yes,1,1,11,0,0,1066,43500,45-54,Dublin,semi-detached,yes
K-13070,Juggler,4,4,no,2,2,7,2,1,1498,42500,55-64,Rest of Leinster,semi-detached,yes
K-13071,Payer,4,1,yes,0,0,29,0,0,575,31000,45-54,Munster,bungalow,
K-13072,Switcher,1,1,no,3,3,4,0,0,438,38000,25-34,Dublin,bungalow,no
K-13073,Juggler,3,3,no,2,1,13,2,0,1397,52500,45-54,Ulster,detached,yes
K-13074,Payer,2,1,yes,0,0,12,1,0,423,37000,25-34,Dublin,semi-detached,yes
K-13075,Switcher,1,1,no,3,3,1,1,0,303,20500,55-64,Rest of Leinster,apartment,no
K-13076,Switcher,1,1,no,3,4,3,1,1,537,53500,35-44,Rest of Leinster,detached,yes
K-13077,Payer,3,1,yes,0,0,22,1,0,642,51500,65+,Dublin,detached,
K-13078,Switcher,2,2,no,1,3,5,2,0,315,34500,25-34,Munster,terrace,no
K-13079,Payer,2,1,yes,0,0,5,0,0,452,37500,45-54,Dublin,bungalow,no
K-13080,Payer,3,1,yes,0,0,15,0,0,641,45000,35-44,Dublin,detached,
K-13081,Payer,4,1,yes,0,0,20,0,0,446,29500,25-34,Dublin,terrace,
K-13082,Juggler,2,4,no,1,0,14,1,0,1332,43000,35-44,Munster,semi-detached,yes
K-13083,Switcher,4,1,no,2,3,2,1,0,371,25000,35-44,Dublin,terrace,no
K-13084,Switcher,1,1,no,1,5,5,0,1,432,34500,35-44,Dublin,semi-detached,no
K-13085,Payer,4,1,yes,0,0,25,0,1,420,28500,55-64,Dublin,terrace,no
K-13086,Switcher,1,2,no,3,3,3,1,0,438,42000,45-54,Munster,detached,yes
K-13087,Switcher,2,1,no,2,4,7,0,0,369,35000,35-44,Ulster,semi-detached,no
K-13088,Switcher,1,1,no,3,3,1,0,0,304,25500,25-34,Munster,apartment,no
K-13089,Juggler,3,3,no,1,0,4,3,1,1394,42500,35-44,Dublin,detached,
K-13090,Switcher,2,1,no,2,4,6,0,0,316,30000,35-44,Munster,terrace,no
K-13091,Juggler,2,3,no,2,2,5,2,0,1461,37000,35-44,Ulster,detached,no
K-13092,Juggler,3,4,yes,2,2,14,1,0,1038,26500,65+,Rest of Leinster,apartment,no
K-13093,Switcher,1,1,no,2,3,5,0,0,385,25500,55-64,Rest of Leinster,terrace,no
K-13094,Juggler,1,3,no,2,3,7,2,0,1100,27500,25-34,Munster,terrace,yes
K-13095,Juggler,2,3,yes,0,2,2,2,0,1287,45000,55-64,Connacht,detached,no
K-13096,Switcher,1,1,yes,3,3,6,0,0,483,39500,65+,Ulster,detached,no
K-13097,Switcher,1,1,no,2,3,6,0,0,359,37500,45-54,Dublin,terrace,yes
K-13098,Payer,3,1,yes,0,1,21,1,0,478,39500,45-54,Rest of Leinster,semi-detached,
K-13099,Payer,1,1,yes,0,0,20,0,1,370,32000,35-44,Connacht,terrace,yes
K-13100,Payer,3,1,yes,1,0,27,1,0,645,49000,45-54,Munster,detached,
K-13101,Payer,1,1,yes,0,0,27,0,0,405,35000,55-64,Munster,semi-detached,no
K-13102,Payer,4,1,yes,0,0,17,1,0,447,32500,55-64,Munster,semi-detached,no
K-13103,Payer,3,1,yes,0,0,24,0,0,398,27000,45-54,Rest of Leinster,terrace,
K-13104,Switcher,1,1,no,2,3,3,0,0,359,36000,35-44,Dublin,semi-detached,yes
K-13105,Switcher,2,1,no,2,4,3,0,0,442,46000,35-44,Connacht,detached,yes
K-13106,Switcher,2,1,no,2,3,9,0,0,392,30500,25-34,Dublin,terrace,no
K-13107,Payer,1,2,yes,0,0,25,2,0,367,35000,45-54,Dublin,terrace,no
K-13108,Payer,3,1,yes,0,0,14,0,0,341,23000,55-64,Connacht,apartment,
K-13109,Switcher,2,2,yes,2,4,5,0,0,374,34000,35-44,Connacht,semi-detached,no
K-13110,Switcher,1,1,no,3,3,3,0,0,539,49500,25-34,Ulster,detached,no
K-13111,Juggler,1,3,no,2,2,9,0,0,1174,29500,35-44,Connacht,semi-detached,no
K-13112,Juggler,1,2,yes,0,1,2,2,0,613,35500,65+,Connacht,terrace,no
K-13113,Switcher,2,1,no,3,4,1,1,0,325,27500,55-64,Rest of Leinster,terrace,no
K-13114,Juggler,3,2,no,0,2,7,2,0,637,28000,35-44,Dublin,apartment,no
K-13115,Juggler,1,3,yes,0,3,11,0,1,1027,31500,65+,Munster,semi-detached,no
K-13116,Payer,4,1,yes,0,0,11,1,1,683,43500,45-54,Dublin,detached,
K-13117,Switcher,1,1,no,3,3,7,0,1,525,48500,35-44,Dublin,detached,no
K-13118,Juggler,3,3,no,2,2,4,1,0,1107,32000,25-34,Munster,terrace,yes
K-13119,Switcher,2,1,no,2,2,1,1,0,389,32500,35-44,Munster,semi-detached,no
K-13120,Payer,4,1,yes,0,0,15,0,0,575,55500,45-54,Munster,detached,yes
K-13121,Payer,4,1,yes,0,0,8,0,1,470,30000,45-54,Ulster,semi-detached,
K-13122,Switcher,4,1,no,2,4,5,0,0,537,52000,25-34,Dublin,detached,no
K-13123,Payer,4,1,yes,0,1,6,2,0,458,42500,25-34,Rest of Leinster,semi-detached,
K-13124,Switcher,1,1,no,3,2,2,1,0,323,29500,55-64,Rest of Leinster,terrace,yes
K-13125,Payer,4,1,no,0,0,21,0,0,405,30500,25-34,Rest of Leinster,terrace,yes
K-13126,Switcher,2,1,no,3,4,4,0,0,322,25500,25-34,Ulster,apartment,no
K-13127,Switcher,1,1,no,1,4,5,0,0,335,32000,65+,Dublin,terrace,no
K-13128,Switcher,2,1,no,3,3,1,1,0,311,35000,55-64,Rest of Leinster,terrace,yes
K-13129,Juggler,2,3,yes,0,1,12,0,0,1121,31500,65+,Dublin,bungalow,no
K-13130,Switcher,1,1,no,3,3,7,0,0,340,36000,25-34,Connacht,terrace,yes
K-13131,Juggler,1,3,no,1,0,2,1,0,826,29000,35-44,Munster,apartment,no
K-13132,Juggler,1,3,no,1,2,3,3,1,1568,40000,55-64,Munster,detached,no
K-13133,Payer,3,1,yes,0,0,5,0,0,379,26000,65+,Ulster,apartment,no
K-13134,Switcher,4,1,no,2,2,4,1,0,343,31000,45-54,Rest of Leinster,terrace,no
K-13135,Juggler,1,3,no,1,2,17,4,1,1361,54000,25-34,Dublin,detached,yes
K-13136,Switcher,2,1,no,1,5,4,1,0,345,35500,55-64,Rest of Leinster,terrace,no
K-13137,Juggler,4,4,no,1,1,11,1,0,1052,29500,35-44,Munster,apartment,no
K-13138,Payer,1,1,yes,0,0,14,0,0,430,28000,65+,Dublin,semi-detached,
K-13139,Switcher,1,1,no,2,5,3,0,0,351,26500,35-44,Rest of Leinster,terrace,yes
K-13140,Switcher,4,1,yes,3,4,1,0,0,353,39500,35-44,Munster,semi-detached,no
K-13141,Payer,4,1,yes,0,0,15,1,0,476,36000,55-64,Dublin,semi-detached,
K-13142,Switcher,1,1,no,1,4,5,1,0,345,34500,35-44,Munster,semi-detached,yes
K-13143,Juggler,3,4,no,1,1,8,4,0,1435,32500,55-64,Dublin,terrace,no
K-13144,Payer,3,1,yes,0,0,12,2,0,552,38000,55-64,Munster,detached,no
K-13145,Payer,4,1,yes,0,1,13,1,0,492,29500,25-34,Rest of Leinster,bungalow,
K-13146,Juggler,3,3,yes,1,2,14,3,0,1207,42000,35-44,Munster,bungalow,no
K-13147,Switcher,3,1,no,3,2,7,0,0,367,34000,35-44,Rest of Leinster,bungalow,yes
K-13148,Payer,2,2,yes,0,0,16,2,1,473,33500,45-54,Munster,semi-detached,
K-13149,Switcher,4,1,no,3,4,4,0,0,332,27000,35-44,Dublin,terrace,no
K-13150,Switcher,1,1,no,2,4,4,0,1,437,40000,45-54,Connacht,semi-detached,no
K-13151,Payer,4,1,yes,0,1,10,0,0,454,35500,35-44,Connacht,terrace,yes
K-13152,Payer,4,2,yes,0,1,10,2,0,453,32500,35-44,Munster,semi-detached,yes
K-13153,Juggler,2,4,no,1,1,9,1,0,1928,46500,65+,Munster,detached,
K-13154,Payer,3,1,yes,0,0,12,1,0,392,27500,45-54,Rest of Leinster,apartment,yes
K-13155,Switcher,3,1,no,3,5,4,1,1,394,31000,35-44,Rest of Leinster,semi-detached,yes
K-13156,Switcher,2,1,no,3,5,1,0,1,377,38000,25-34,Dublin,semi-detached,yes
K-13157,Juggler,3,4,no,2,2,6,4,1,1511,29500,35-44,Rest of Leinster,bungalow,
K-13158,Switcher,1,2,no,1,5,2,0,0,361,34500,55-64,Munster,semi-detached,no
K-13159,Payer,4,1,no,0,0,12,2,0,536,31500,45-54,Ulster,semi-detached,yes
K-13160,Switcher,1,2,no,3,4,6,0,0,399,38500,55-64,Dublin,semi-detached,no
K-13161,Juggler,1,2,yes,0,0,8,3,0,838,42500,35-44,Munster,detached,
K-13162,Payer,3,1,yes,0,1,16,1,0,388,26500,55-64,Rest of Leinster,terrace,
K-13163,Switcher,1,1,no,1,5,6,0,0,318,32000,35-44,Dublin,terrace,no
K-13164,Payer,4,1,yes,0,1,20,0,0,494,29500,35-44,Dublin,terrace,no
K-13165,Juggler,2,3,no,1,1,5,0,0,1104,33500,25-34,Rest of Leinster,terrace,no
K-13166,Juggler,2,4,no,2,1,7,2,0,1683,41500,45-54,Dublin,bungalow,
K-13167,Payer,3,1,yes,0,0,15,1,2,634,55000,45-54,Munster,detached,yes
K-13168,Switcher,2,1,no,2,5,4,0,0,504,46500,35-44,Munster,detached,yes
K-13169,Juggler,3,2,no,2,2,7,1,1,756,33500,35-44,Dublin,semi-detached,yes
K-13170,Switcher,2,1,no,1,4,5,1,0,384,36000,35-44,Dublin,semi-detached,no
K-13171,Switcher,2,2,no,3,5,4,0,0,363,38000,25-34,Connacht,semi-detached,
K-13172,Switcher,1,1,no,2,4,4,0,0,395,33000,55-64,Connacht,semi-detached,yes
K-13173,Payer,2,1,yes,0,0,7,0,0,513,34500,65+,Munster,semi-detached,no
K-13174,Juggler,2,3,no,1,2,11,2,2,947,33500,65+,Rest of Leinster,terrace,
K-13175,Switcher,2,1,no,2,2,7,1,1,358,26000,25-34,Dublin,terrace,no
K-13176,Switcher,2,1,no,2,5,6,0,1,375,31000,35-44,Munster,terrace,no
K-13177,Juggler,1,3,no,1,3,13,0,0,772,23500,35-44,Dublin,apartment,no
K-13178,Switcher,2,1,no,3,4,4,0,0,431,40000,55-64,Rest of Leinster,semi-detached,no
K-13179,Juggler,3,3,yes,1,2,9,2,0,1151,30500,25-34,Rest of Leinster,semi-detached,no
K-13180,Switcher,1,2,no,1,2,5,0,0,431,44000,25-34,Connacht,detached,no
K-13181,Switcher,3,2,no,2,3,3,1,1,352,41000,35-44,Munster,semi-detached,
K-13182,Switcher,1,1,no,1,3,3,0,0,379,36500,45-54,Dublin,terrace,yes
K-13183,Switcher,2,1,no,3,3,6,0,0,428,41500,25-34,Ulster,detached,yes
K-13184,Payer,4,1,yes,0,0,11,2,1,661,43500,55-64,Dublin,detached,
K-13185,Payer,4,1,yes,0,1,16,2,0,552,39000,45-54,Dublin,semi-detached,
K-13186,Payer,1,1,yes,0,0,17,0,0,443,29000,45-54,Connacht,terrace,no
K-13187,Switcher,1,1,no,2,4,4,0,0,483,47000,35-44,Munster,detached,yes
K-13188,Payer,4,2,yes,0,0,11,1,1,476,24500,35-44,Rest of Leinster,terrace,no
K-13189,Payer,4,1,yes,0,0,18,2,2,576,52000,25-34,Dublin,detached,no
K-13190,Payer,2,1,yes,0,1,22,1,0,422,43500,35-44,Munster,bungalow,
K-13191,Juggler,3,3,yes,2,2,7,0,0,1343,46000,45-54,Ulster,detached,yes
K-13192,Payer,4,1,no,0,0,9,0,0,378,25000,55-64,Dublin,apartment,no
K-13193,Juggler,1,2,no,1,2,11,3,0,700,29000,45-54,Connacht,semi-detached,no
K-13194,Payer,3,2,yes,0,0,19,0,0,436,29500,45-54,Munster,semi-detached,yes
K-13195,Juggler,1,4,yes,1,0,2,0,0,1774,46000,25-34,Connacht,detached,yes
