sector,county,tools,crm,ai_tool,read
Food and drink,Mayo,16,yes,no,2026-06-05
Tax and accounting,Kildare,29,yes,no,2026-07-22
Tourism and hospitality,Tipperary,15,no,yes,2026-07-15
Motor,Kildare,27,no,no,2026-08-22
Tax and accounting,Kildare,2,yes,yes,2026-06-13
Energy,Tipperary,30,no,yes,2026-06-12
Food and drink,Clare,23,no,yes,2026-08-12
Motor,Donegal,6,yes,no,2026-05-31
Tax and accounting,Mayo,7,no,yes,2026-07-11
Food and drink,Wexford,17,yes,yes,2026-06-14
Tourism and hospitality,Wexford,21,no,yes,2026-08-02
Tax and accounting,Galway,21,no,yes,2026-06-12
Tax and accounting,Donegal,10,yes,no,2026-06-13
Tourism and hospitality,Wexford,30,no,yes,2026-07-20
Tourism and hospitality,Galway,27,no,yes,2026-07-30
Tourism and hospitality,Donegal,2,yes,no,2026-06-23
Motor,Mayo,20,no,no,2026-09-04
Food and drink,Clare,17,yes,no,2026-07-30
Energy,Mayo,19,yes,no,2026-09-10
Tourism and hospitality,Kildare,26,no,yes,2026-05-24
Tax and accounting,Galway,9,yes,yes,2026-07-01
Tourism and hospitality,Clare,26,yes,yes,2026-09-11
Tax and accounting,Wexford,20,yes,yes,2026-08-01
Food and drink,Galway,10,yes,yes,2026-07-22
Tourism and hospitality,Galway,21,yes,yes,2026-08-27
Motor,Mayo,26,yes,yes,2026-07-09
Tax and accounting,Donegal,24,no,no,2026-07-10
Tax and accounting,Donegal,23,no,no,2026-09-03
Food and drink,Tipperary,6,yes,yes,2026-07-13
Food and drink,Galway,34,no,yes,2026-06-11
Tax and accounting,Kildare,34,yes,no,2026-07-13
Tax and accounting,Galway,5,yes,no,2026-08-16
Food and drink,Galway,8,no,no,2026-08-16
Food and drink,Clare,28,yes,no,2026-07-10
Food and drink,Kildare,18,no,yes,2026-06-02
Energy,Galway,22,yes,no,2026-08-13
Food and drink,Kildare,1,yes,yes,2026-05-27
Motor,Clare,35,yes,yes,2026-07-28
Tax and accounting,Kildare,27,yes,no,2026-08-18
Tax and accounting,Galway,8,yes,yes,2026-07-25
Tax and accounting,Wexford,19,yes,yes,2026-09-18
Motor,Mayo,16,yes,no,2026-07-10
Food and drink,Galway,26,no,no,2026-06-26
Energy,Mayo,21,yes,no,2026-09-12
Food and drink,Tipperary,1,yes,yes,2026-09-18
Tourism and hospitality,Galway,23,no,yes,2026-07-03
Energy,Kildare,28,yes,yes,2026-08-14
Tax and accounting,Wexford,5,yes,yes,2026-08-08
Food and drink,Tipperary,11,yes,no,2026-06-26
Tourism and hospitality,Wexford,28,no,yes,2026-07-11
Tax and accounting,Donegal,20,yes,yes,2026-06-20
Food and drink,Galway,17,yes,no,2026-07-29
Motor,Clare,0,yes,no,2026-05-24
Food and drink,Clare,32,yes,yes,2026-06-23
Energy,Tipperary,23,yes,yes,2026-07-14
Food and drink,Tipperary,2,yes,yes,2026-07-26
Motor,Galway,10,yes,yes,2026-09-04
Tax and accounting,Tipperary,23,no,no,2026-07-13
Food and drink,Tipperary,19,yes,yes,2026-08-11
Tax and accounting,Mayo,25,yes,yes,2026-08-02
Food and drink,Galway,-1,no,yes,2026-09-12
Motor,Clare,21,no,yes,2026-06-24
Tax and accounting,Tipperary,21,no,yes,2026-07-25
Tax and accounting,Kildare,5,yes,yes,2026-07-28
Tourism and hospitality,Tipperary,17,no,yes,2026-08-01
Tourism and hospitality,Galway,27,no,no,2026-09-13
Tourism and hospitality,Tipperary,22,no,yes,2026-07-19
Food and drink,Mayo,25,yes,yes,2026-06-07
Energy,Wexford,10,no,no,2026-09-06
Tax and accounting,Tipperary,28,no,yes,2026-06-16
Food and drink,Mayo,32,no,yes,2026-08-06
Food and drink,Mayo,2,yes,no,2026-06-04
Motor,Galway,9,yes,no,2026-06-05
Motor,Wexford,24,yes,yes,2026-08-04
Food and drink,Galway,27,no,no,2026-07-30
Energy,Mayo,28,no,yes,2026-06-03
Motor,Mayo,-2,no,yes,2026-06-16
Tax and accounting,Tipperary,32,no,no,2026-09-01
Motor,Tipperary,31,no,yes,2026-08-22
Energy,Tipperary,9,yes,yes,2026-08-03
Tax and accounting,Galway,7,yes,no,2026-08-01
Tourism and hospitality,Kildare,20,yes,no,2026-06-22
Food and drink,Galway,16,no,yes,2026-05-24
Motor,Galway,14,no,yes,2026-09-12
Food and drink,Galway,-2,no,yes,2026-07-23
Tax and accounting,Kildare,34,no,no,2026-07-09
Tax and accounting,Tipperary,26,yes,no,2026-08-07
Food and drink,Galway,-1,no,yes,2026-06-28
Energy,Kildare,13,yes,no,2026-07-16
Food and drink,Kildare,19,yes,no,2026-06-08
Energy,Tipperary,16,no,yes,2026-08-18
Tax and accounting,Tipperary,16,yes,no,2026-06-06
Food and drink,Wexford,6,no,yes,2026-06-04
Tax and accounting,Mayo,35,yes,yes,2026-08-20
Tax and accounting,Wexford,21,yes,no,2026-07-22
Tax and accounting,Kildare,1,yes,no,2026-07-08
Motor,Galway,20,yes,no,2026-07-10
Food and drink,Mayo,23,yes,no,2026-08-07
Tourism and hospitality,Tipperary,13,yes,yes,2026-05-28
Food and drink,Galway,25,no,yes,2026-05-27
Energy,Donegal,4,yes,no,2026-08-30
Food and drink,Galway,32,yes,no,2026-07-25
Tax and accounting,Clare,25,yes,no,2026-08-28
Tourism and hospitality,Galway,3,yes,yes,2026-08-04
Tourism and hospitality,Galway,12,yes,no,2026-07-18
Motor,Galway,22,no,no,2026-07-13
Motor,Clare,14,yes,no,2026-08-01
Tourism and hospitality,Donegal,23,no,yes,2026-07-09
Food and drink,Clare,6,no,no,2026-09-15
Tax and accounting,Galway,32,no,yes,2026-07-23
Food and drink,Clare,25,yes,no,2026-08-08
Tourism and hospitality,Clare,3,no,yes,2026-06-03
Motor,Kildare,9,no,no,2026-07-01
Food and drink,Galway,15,yes,yes,2026-06-09
Energy,Galway,17,yes,no,2026-09-05
Motor,Wexford,27,yes,yes,2026-09-04
Energy,Kildare,-1,yes,no,2026-07-25
Motor,Donegal,27,no,yes,2026-07-16
Tourism and hospitality,Wexford,26,yes,yes,2026-07-13
Tax and accounting,Tipperary,6,no,yes,2026-06-01
Tax and accounting,Clare,16,yes,no,2026-06-16
Tourism and hospitality,Galway,19,no,yes,2026-05-24
Tax and accounting,Kildare,25,yes,yes,2026-08-04
Energy,Clare,25,no,no,2026-09-12
Motor,Mayo,-1,yes,no,2026-06-08
Tax and accounting,Donegal,28,yes,yes,2026-09-13
Tourism and hospitality,Kildare,22,no,yes,2026-05-31
Energy,Donegal,8,no,no,2026-06-21
Food and drink,Mayo,19,no,no,2026-07-19
Tourism and hospitality,Mayo,17,no,yes,2026-06-23
Energy,Galway,18,no,yes,2026-06-16
Tax and accounting,Wexford,27,no,no,2026-08-11
Tourism and hospitality,Mayo,3,no,no,2026-08-06
Food and drink,Wexford,33,no,yes,2026-06-01
Tourism and hospitality,Wexford,30,yes,yes,2026-08-24
Energy,Kildare,-1,yes,yes,2026-07-26
Food and drink,Mayo,16,no,yes,2026-07-31
Food and drink,Mayo,29,yes,no,2026-09-13
Motor,Wexford,19,yes,yes,2026-07-22
Motor,Galway,23,yes,no,2026-06-08
Tourism and hospitality,Tipperary,2,yes,yes,2026-07-27
Tax and accounting,Donegal,30,yes,yes,2026-08-07
Tax and accounting,Galway,20,no,yes,2026-06-22
Tax and accounting,Mayo,-1,yes,yes,2026-07-31
Food and drink,Clare,14,no,no,2026-06-18
Food and drink,Galway,23,no,yes,2026-08-17
Energy,Donegal,22,yes,yes,2026-09-16
Motor,Kildare,14,no,no,2026-07-10
Tax and accounting,Clare,12,no,no,2026-08-30
Tax and accounting,Tipperary,24,yes,no,2026-06-28
Tourism and hospitality,Wexford,25,yes,no,2026-08-04
Tourism and hospitality,Galway,-4,yes,yes,2026-07-21
Tourism and hospitality,Kildare,19,yes,yes,2026-06-14
Tax and accounting,Clare,15,no,no,2026-07-03
Food and drink,Wexford,20,yes,no,2026-08-01
Tourism and hospitality,Galway,14,yes,yes,2026-06-21
Tourism and hospitality,Kildare,10,no,yes,2026-08-11
Tax and accounting,Clare,29,no,yes,2026-06-10
Tourism and hospitality,Galway,25,no,yes,2026-08-12
Energy,Galway,-1,yes,no,2026-06-12
Food and drink,Galway,9,yes,no,2026-06-25
Food and drink,Mayo,19,yes,yes,2026-08-19
Tax and accounting,Galway,16,yes,yes,2026-06-23
Tax and accounting,Donegal,21,no,yes,2026-07-03
Food and drink,Clare,9,no,yes,2026-06-20
Motor,Wexford,35,yes,yes,2026-09-16
Tax and accounting,Galway,20,no,yes,2026-08-04
Tax and accounting,Wexford,5,yes,no,2026-06-15
Food and drink,Kildare,8,yes,yes,2026-08-12
Tax and accounting,Clare,24,yes,no,2026-08-25
Tourism and hospitality,Clare,26,yes,no,2026-06-21
Energy,Galway,15,yes,no,2026-08-13
Tourism and hospitality,Galway,12,no,yes,2026-08-04
Tourism and hospitality,Clare,31,no,no,2026-08-11
Tax and accounting,Galway,20,yes,no,2026-09-13
Tourism and hospitality,Wexford,-3,no,no,2026-07-18
Tourism and hospitality,Mayo,11,no,no,2026-05-26
Energy,Galway,24,yes,no,2026-09-01
Food and drink,Donegal,19,no,yes,2026-09-14
Tax and accounting,Kildare,25,yes,yes,2026-06-19
Tax and accounting,Donegal,11,yes,no,2026-09-19
Food and drink,Donegal,30,yes,yes,2026-06-23
Energy,Tipperary,31,no,yes,2026-05-28
Tax and accounting,Tipperary,8,no,yes,2026-08-16
Tax and accounting,Galway,18,yes,yes,2026-08-17
Food and drink,Galway,21,no,no,2026-06-01
Motor,Donegal,16,no,yes,2026-08-14
Tax and accounting,Tipperary,27,yes,yes,2026-06-15
Energy,Galway,5,yes,yes,2026-08-09
Tourism and hospitality,Donegal,29,no,no,2026-07-10
Tourism and hospitality,Clare,31,yes,no,2026-06-04
Tourism and hospitality,Mayo,10,yes,no,2026-08-06
Tourism and hospitality,Galway,9,yes,yes,2026-05-24
Food and drink,Wexford,22,no,yes,2026-08-12
Tax and accounting,Clare,14,yes,yes,2026-07-05
Tourism and hospitality,Galway,22,no,no,2026-07-15
Food and drink,Galway,8,no,yes,2026-07-28
Tax and accounting,Kildare,34,yes,yes,2026-09-16
Food and drink,Kildare,32,yes,yes,2026-07-17
Tourism and hospitality,Mayo,-1,yes,yes,2026-09-19
Tourism and hospitality,Donegal,9,no,yes,2026-06-06
Food and drink,Donegal,16,no,no,2026-08-02
Tourism and hospitality,Galway,15,yes,no,2026-08-17
Tourism and hospitality,Galway,24,no,no,2026-09-15
Tourism and hospitality,Mayo,5,no,yes,2026-06-13
Tax and accounting,Tipperary,30,yes,yes,2026-09-15
Motor,Galway,20,yes,yes,2026-07-01
Tourism and hospitality,Galway,0,no,yes,2026-09-19
Tourism and hospitality,Galway,15,yes,yes,2026-08-15
Energy,Clare,29,no,no,2026-09-06
Tax and accounting,Kildare,22,no,no,2026-05-26
Tax and accounting,Wexford,16,yes,yes,2026-08-04
Tourism and hospitality,Tipperary,1,yes,yes,2026-07-14
Tourism and hospitality,Donegal,23,yes,no,2026-07-30
Tourism and hospitality,Galway,24,yes,yes,2026-08-04
Energy,Galway,4,no,yes,2026-09-03
Tax and accounting,Galway,11,yes,yes,2026-08-13
Food and drink,Galway,16,yes,no,2026-06-21
Food and drink,Galway,19,no,yes,2026-09-08
Motor,Galway,15,yes,no,2026-08-23
Motor,Clare,12,yes,yes,2026-08-27
Food and drink,Clare,27,no,no,2026-07-30
Tax and accounting,Kildare,27,no,yes,2026-06-23
Energy,Tipperary,-4,no,no,2026-06-15
Food and drink,Donegal,8,yes,yes,2026-07-12
Energy,Wexford,18,no,yes,2026-07-27
Tourism and hospitality,Donegal,15,no,yes,2026-05-28
Food and drink,Wexford,24,yes,no,2026-09-08
Tax and accounting,Wexford,-2,no,yes,2026-06-10
Motor,Clare,29,yes,yes,2026-08-10
Motor,Mayo,21,no,yes,2026-08-07
Food and drink,Galway,-4,yes,yes,2026-06-10
Motor,Galway,15,yes,no,2026-06-27
Tax and accounting,Mayo,21,yes,no,2026-06-06
Tourism and hospitality,Wexford,15,no,no,2026-06-27
Motor,Kildare,15,yes,yes,2026-07-16
Food and drink,Tipperary,8,yes,yes,2026-06-29
Food and drink,Clare,31,no,yes,2026-09-08
Tourism and hospitality,Donegal,21,yes,yes,2026-07-27
Tax and accounting,Clare,10,no,yes,2026-09-04
Energy,Galway,10,no,yes,2026-09-08
Food and drink,Galway,19,yes,yes,2026-06-16
Tax and accounting,Tipperary,20,yes,no,2026-07-28
Food and drink,Galway,28,yes,yes,2026-09-06
Tax and accounting,Donegal,1,no,no,2026-07-26
Food and drink,Wexford,23,yes,yes,2026-09-03
Motor,Wexford,34,no,yes,2026-06-16
Motor,Donegal,-3,yes,no,2026-08-18
Tourism and hospitality,Galway,19,yes,no,2026-09-17
Tax and accounting,Tipperary,18,yes,yes,2026-07-17
Food and drink,Galway,19,yes,yes,2026-05-28
Food and drink,Donegal,20,no,yes,2026-06-08
Food and drink,Galway,5,yes,no,2026-09-03
Tax and accounting,Galway,28,no,no,2026-08-27
Food and drink,Galway,27,yes,no,2026-06-13
Tourism and hospitality,Tipperary,1,no,yes,2026-08-08
Food and drink,Wexford,17,yes,no,2026-09-09
Energy,Donegal,21,yes,no,2026-08-12
Tourism and hospitality,Galway,26,no,yes,2026-07-22
Food and drink,Tipperary,22,yes,no,2026-08-11
Food and drink,Wexford,1,yes,yes,2026-07-11
Tax and accounting,Wexford,34,yes,yes,2026-09-17
Tax and accounting,Donegal,21,yes,yes,2026-06-10
Tax and accounting,Donegal,4,no,no,2026-06-28
Motor,Mayo,7,yes,yes,2026-09-17
Motor,Mayo,16,yes,yes,2026-05-30
Energy,Galway,18,yes,no,2026-09-09
Tourism and hospitality,Mayo,16,yes,yes,2026-08-02
Tax and accounting,Donegal,-2,yes,no,2026-09-10
Motor,Clare,30,no,no,2026-05-26
Food and drink,Tipperary,20,yes,no,2026-05-30
Energy,Galway,4,no,no,2026-08-29
Tax and accounting,Donegal,20,no,yes,2026-09-19
Tax and accounting,Donegal,27,yes,no,2026-06-26
Food and drink,Donegal,18,no,no,2026-08-05
Motor,Mayo,25,no,no,2026-05-25
Tourism and hospitality,Mayo,0,no,yes,2026-08-18
Food and drink,Galway,34,no,yes,2026-08-03
Food and drink,Donegal,29,yes,yes,2026-09-06
Motor,Galway,10,yes,yes,2026-08-01
Tourism and hospitality,Galway,21,yes,yes,2026-09-18
Motor,Galway,22,yes,yes,2026-07-09
Food and drink,Galway,19,yes,no,2026-07-14
Tax and accounting,Galway,26,yes,yes,2026-08-05
Tourism and hospitality,Kildare,-1,yes,no,2026-06-27
Food and drink,Mayo,34,yes,no,2026-08-02
Energy,Galway,20,no,yes,2026-07-26
Food and drink,Tipperary,0,no,no,2026-05-27
Energy,Galway,14,yes,no,2026-07-04
Tax and accounting,Clare,20,yes,no,2026-06-19
Tax and accounting,Tipperary,15,no,no,2026-06-11
Food and drink,Kildare,25,yes,yes,2026-07-16
Food and drink,Mayo,5,yes,no,2026-08-04
Tax and accounting,Galway,26,no,no,2026-09-18
Tourism and hospitality,Galway,24,no,yes,2026-06-29
Tax and accounting,Mayo,0,yes,no,2026-08-19
Tax and accounting,Wexford,13,yes,yes,2026-08-31
Motor,Donegal,20,no,yes,2026-08-09
Energy,Clare,16,no,yes,2026-08-30
Motor,Mayo,19,no,yes,2026-09-09
Motor,Wexford,4,yes,no,2026-08-31
Food and drink,Wexford,21,yes,no,2026-08-15
Tax and accounting,Galway,26,yes,no,2026-06-05
Motor,Galway,-4,yes,yes,2026-07-19
Food and drink,Galway,9,yes,no,2026-07-07
Motor,Galway,24,no,yes,2026-06-04
Tax and accounting,Galway,16,no,no,2026-06-30
Tourism and hospitality,Wexford,20,no,yes,2026-06-10
Food and drink,Mayo,10,no,yes,2026-09-11
Tourism and hospitality,Clare,30,yes,no,2026-08-27
Food and drink,Galway,34,no,yes,2026-05-30
Food and drink,Donegal,6,no,no,2026-08-26
Tourism and hospitality,Galway,9,yes,yes,2026-06-07
Motor,Tipperary,20,no,yes,2026-07-14
Tourism and hospitality,Galway,23,yes,yes,2026-08-13
Motor,Tipperary,17,no,no,2026-06-21
Tax and accounting,Galway,5,no,yes,2026-07-05
Tourism and hospitality,Mayo,23,no,yes,2026-07-09
Tax and accounting,Clare,33,yes,yes,2026-06-24
Food and drink,Galway,8,no,yes,2026-08-20
Tourism and hospitality,Galway,8,no,yes,2026-09-01
Tax and accounting,Galway,21,no,yes,2026-08-06
Tax and accounting,Galway,23,no,yes,2026-08-24
Tourism and hospitality,Kildare,26,yes,yes,2026-07-13
Tax and accounting,Clare,2,no,no,2026-08-15
Energy,Wexford,23,yes,no,2026-08-07
Tourism and hospitality,Galway,33,no,no,2026-05-26
Energy,Donegal,-3,yes,no,2026-06-09
Tourism and hospitality,Tipperary,7,yes,yes,2026-09-12
Tax and accounting,Donegal,26,no,yes,2026-06-19
Tourism and hospitality,Mayo,21,no,yes,2026-07-05
Tax and accounting,Kildare,14,no,no,2026-09-08
Food and drink,Galway,7,yes,yes,2026-09-03
Tax and accounting,Tipperary,22,no,no,2026-08-27
Tourism and hospitality,Galway,21,yes,yes,2026-09-20
Tourism and hospitality,Donegal,2,yes,no,2026-08-09
Motor,Galway,9,yes,yes,2026-08-16
Motor,Donegal,28,yes,no,2026-07-07
Food and drink,Kildare,22,yes,yes,2026-07-22
Food and drink,Kildare,22,no,yes,2026-08-18
Energy,Galway,0,no,no,2026-08-31
Tourism and hospitality,Clare,27,yes,yes,2026-07-07
Energy,Clare,30,yes,yes,2026-08-06
Food and drink,Galway,5,yes,yes,2026-07-02
Tourism and hospitality,Wexford,7,yes,yes,2026-06-20
Tourism and hospitality,Galway,26,no,no,2026-08-12
Food and drink,Mayo,21,no,yes,2026-06-02
Tourism and hospitality,Galway,28,no,no,2026-09-16
Food and drink,Clare,-2,yes,yes,2026-07-20
Food and drink,Tipperary,34,yes,no,2026-06-22
Food and drink,Tipperary,26,yes,no,2026-06-07
Food and drink,Wexford,-3,no,yes,2026-08-12
Food and drink,Tipperary,7,yes,yes,2026-07-16
Food and drink,Clare,20,no,no,2026-08-30
Energy,Donegal,24,no,no,2026-08-06
Energy,Kildare,25,yes,no,2026-08-20
Tax and accounting,Clare,4,yes,no,2026-07-03
Food and drink,Clare,28,no,yes,2026-09-14
Energy,Tipperary,23,no,no,2026-07-18
Tax and accounting,Wexford,5,yes,no,2026-05-25
Food and drink,Wexford,9,yes,no,2026-07-27
Tax and accounting,Tipperary,28,no,no,2026-07-10
Tourism and hospitality,Wexford,22,yes,no,2026-05-24
Tourism and hospitality,Tipperary,17,yes,yes,2026-08-09
Tourism and hospitality,Mayo,3,yes,yes,2026-06-03
Energy,Wexford,25,no,no,2026-08-04
Tourism and hospitality,Wexford,20,no,no,2026-09-18
Tax and accounting,Galway,0,no,yes,2026-06-25
Motor,Mayo,17,yes,no,2026-08-16
Tourism and hospitality,Galway,23,yes,no,2026-08-11
Tax and accounting,Donegal,22,no,no,2026-09-07
Tax and accounting,Clare,14,no,yes,2026-08-01
Energy,Galway,9,yes,yes,2026-09-01
Motor,Wexford,25,yes,no,2026-08-18
Tourism and hospitality,Mayo,20,yes,yes,2026-09-09
Tax and accounting,Tipperary,2,yes,yes,2026-08-06
Tax and accounting,Wexford,19,yes,no,2026-07-26
Tourism and hospitality,Wexford,20,no,no,2026-05-24
Energy,Mayo,16,no,yes,2026-06-28
Motor,Mayo,24,no,yes,2026-08-13
Food and drink,Mayo,-2,no,yes,2026-06-11
Food and drink,Tipperary,29,no,yes,2026-07-11
Energy,Wexford,33,yes,no,2026-09-02
Tax and accounting,Galway,7,no,no,2026-07-01
Tax and accounting,Galway,11,no,no,2026-08-25
Tax and accounting,Tipperary,26,yes,yes,2026-09-13
Tax and accounting,Galway,15,no,no,2026-08-29
Food and drink,Wexford,26,no,no,2026-08-13
Tax and accounting,Donegal,0,no,yes,2026-08-07
Tax and accounting,Donegal,35,yes,yes,2026-09-17
Energy,Tipperary,31,yes,yes,2026-05-24
Tourism and hospitality,Wexford,5,yes,yes,2026-09-13
Energy,Galway,21,no,no,2026-08-14
Food and drink,Wexford,27,yes,yes,2026-08-24
Tourism and hospitality,Mayo,18,no,no,2026-06-20
Tax and accounting,Tipperary,28,yes,yes,2026-08-28
Tourism and hospitality,Galway,1,yes,no,2026-06-18
Food and drink,Mayo,30,yes,no,2026-07-09
Food and drink,Mayo,21,yes,yes,2026-09-04
Tax and accounting,Kildare,9,no,yes,2026-07-26
Food and drink,Tipperary,14,yes,yes,2026-06-02
Tourism and hospitality,Kildare,24,no,yes,2026-07-10
Tax and accounting,Galway,27,no,yes,2026-05-28
Tax and accounting,Clare,21,no,yes,2026-05-29
Tourism and hospitality,Clare,-2,yes,no,2026-07-23
Energy,Clare,31,yes,no,2026-07-07
Energy,Galway,32,yes,yes,2026-08-30
Food and drink,Wexford,-2,no,yes,2026-08-24
Tax and accounting,Kildare,19,no,yes,2026-06-21
Tax and accounting,Clare,26,yes,no,2026-08-29
Energy,Kildare,21,no,no,2026-09-17
Tourism and hospitality,Tipperary,22,no,yes,2026-08-30
Food and drink,Donegal,9,no,no,2026-09-05
Food and drink,Galway,33,no,no,2026-08-02
Tax and accounting,Kildare,34,yes,no,2026-07-21
Food and drink,Wexford,5,no,no,2026-08-05
Tax and accounting,Kildare,11,no,yes,2026-08-26
Tourism and hospitality,Mayo,17,no,no,2026-08-20
Tourism and hospitality,Wexford,24,yes,no,2026-08-11
Motor,Clare,15,yes,yes,2026-08-03
Motor,Donegal,9,yes,no,2026-09-14
Tax and accounting,Tipperary,33,no,no,2026-07-22
Tax and accounting,Galway,24,yes,no,2026-08-08
Tax and accounting,Clare,-3,yes,no,2026-06-28
Tourism and hospitality,Galway,10,yes,yes,2026-08-21
Food and drink,Clare,28,yes,yes,2026-07-22
Tax and accounting,Donegal,22,no,yes,2026-07-31
Tourism and hospitality,Galway,20,no,no,2026-06-28
Motor,Wexford,0,no,yes,2026-09-01
Tourism and hospitality,Galway,33,yes,no,2026-08-24
Food and drink,Mayo,24,no,yes,2026-09-09
Tourism and hospitality,Mayo,0,no,yes,2026-05-29
Tax and accounting,Donegal,19,no,no,2026-05-27
Energy,Donegal,18,no,yes,2026-07-11
Tax and accounting,Clare,27,yes,no,2026-09-17
Tourism and hospitality,Galway,28,yes,no,2026-08-29
Tax and accounting,Tipperary,12,yes,yes,2026-07-17
Tourism and hospitality,Tipperary,32,no,no,2026-07-23
Tax and accounting,Clare,21,no,yes,2026-07-10
Tourism and hospitality,Clare,4,yes,no,2026-05-30
Tourism and hospitality,Mayo,15,no,no,2026-08-29
Motor,Galway,20,yes,yes,2026-06-05
Motor,Galway,25,yes,yes,2026-07-18
Motor,Mayo,25,no,yes,2026-08-25
Tourism and hospitality,Galway,12,no,yes,2026-06-01
Tax and accounting,Wexford,33,yes,yes,2026-06-16
Energy,Wexford,31,yes,no,2026-08-28
Tax and accounting,Mayo,7,no,yes,2026-09-18
Tourism and hospitality,Mayo,15,no,no,2026-05-30
Tourism and hospitality,Galway,26,no,yes,2026-08-13
Food and drink,Galway,15,no,yes,2026-08-02
Motor,Tipperary,16,yes,yes,2026-06-25
Tourism and hospitality,Mayo,-1,yes,no,2026-09-12
Tax and accounting,Clare,35,no,yes,2026-09-18
Tourism and hospitality,Galway,27,no,no,2026-08-13
Food and drink,Mayo,1,yes,yes,2026-08-10
Energy,Clare,11,no,yes,2026-08-03
Motor,Donegal,16,yes,yes,2026-05-31
Motor,Clare,15,yes,no,2026-09-16
Tourism and hospitality,Mayo,17,yes,no,2026-08-29
Tax and accounting,Clare,8,no,yes,2026-08-08
Tourism and hospitality,Tipperary,26,yes,yes,2026-06-03
Tourism and hospitality,Mayo,34,no,no,2026-09-12
Motor,Mayo,-3,yes,yes,2026-06-16
Food and drink,Wexford,21,no,no,2026-08-15
Motor,Clare,17,yes,no,2026-09-03
Motor,Galway,21,no,yes,2026-07-02
Tourism and hospitality,Tipperary,21,no,no,2026-08-29
Food and drink,Galway,10,yes,yes,2026-08-06
Tourism and hospitality,Galway,30,no,yes,2026-08-19
Food and drink,Donegal,32,no,no,2026-08-11
Food and drink,Tipperary,9,no,yes,2026-07-10
Motor,Tipperary,19,no,no,2026-08-20
Motor,Wexford,16,no,no,2026-08-26
Food and drink,Clare,26,no,no,2026-05-28
Tourism and hospitality,Galway,23,no,yes,2026-09-13
Food and drink,Tipperary,11,yes,no,2026-08-22
Food and drink,Mayo,29,yes,yes,2026-06-30
Tax and accounting,Galway,22,no,yes,2026-06-20
Tourism and hospitality,Mayo,1,no,no,2026-09-15
Tax and accounting,Clare,18,yes,yes,2026-09-15
Tax and accounting,Galway,21,yes,yes,2026-06-04
Tourism and hospitality,Clare,19,no,yes,2026-09-20
Food and drink,Donegal,24,no,yes,2026-09-03
Tourism and hospitality,Clare,0,yes,no,2026-08-10
Tax and accounting,Mayo,32,yes,no,2026-08-18
Food and drink,Clare,29,no,yes,2026-07-12
Food and drink,Galway,10,yes,yes,2026-09-05
Food and drink,Tipperary,8,no,yes,2026-09-12
Motor,Wexford,29,no,yes,2026-07-21
Food and drink,Wexford,20,yes,yes,2026-06-05
Tourism and hospitality,Wexford,17,yes,no,2026-07-01
Energy,Galway,9,no,no,2026-05-29
Tourism and hospitality,Wexford,29,yes,no,2026-05-24
Food and drink,Galway,20,yes,no,2026-07-03
Tax and accounting,Donegal,7,yes,no,2026-07-27
Energy,Galway,8,yes,no,2026-09-15
Tax and accounting,Galway,26,no,no,2026-06-02
Food and drink,Clare,26,yes,yes,2026-06-20
Food and drink,Wexford,22,yes,yes,2026-09-06
Tax and accounting,Kildare,11,yes,yes,2026-07-28
Tax and accounting,Mayo,21,no,yes,2026-08-15
Tax and accounting,Galway,32,no,no,2026-07-22
Tourism and hospitality,Clare,-1,no,yes,2026-05-30
Food and drink,Tipperary,20,no,no,2026-07-09
Energy,Wexford,29,no,no,2026-07-28
Tourism and hospitality,Galway,23,no,yes,2026-06-10
Tourism and hospitality,Kildare,19,no,yes,2026-06-20
Motor,Mayo,12,no,no,2026-08-31
Tourism and hospitality,Wexford,28,no,yes,2026-09-03
Food and drink,Donegal,30,no,yes,2026-07-01
Food and drink,Kildare,8,no,no,2026-08-11
Motor,Mayo,18,no,no,2026-09-12
Food and drink,Mayo,19,yes,no,2026-07-23
Tax and accounting,Kildare,24,yes,no,2026-07-03
Motor,Kildare,25,no,no,2026-05-24
Energy,Kildare,9,no,no,2026-09-15
Tax and accounting,Galway,24,no,no,2026-07-16
Food and drink,Clare,23,yes,no,2026-08-26
Tourism and hospitality,Mayo,0,yes,no,2026-07-23
Tax and accounting,Clare,21,no,no,2026-08-30
Energy,Mayo,15,no,no,2026-06-30
Tax and accounting,Galway,22,yes,yes,2026-07-14
Tourism and hospitality,Clare,28,no,no,2026-09-14
Food and drink,Galway,2,yes,no,2026-05-27
Food and drink,Tipperary,27,yes,no,2026-08-16
Tax and accounting,Galway,27,no,no,2026-07-19
Tourism and hospitality,Donegal,6,no,yes,2026-05-31
Food and drink,Clare,12,yes,no,2026-08-15
Tourism and hospitality,Donegal,16,yes,yes,2026-09-12
Energy,Kildare,16,no,yes,2026-06-27
Tax and accounting,Donegal,24,no,yes,2026-05-30
Tourism and hospitality,Wexford,9,yes,no,2026-07-31
Tourism and hospitality,Galway,32,no,no,2026-06-19
Food and drink,Wexford,26,yes,yes,2026-07-19
Food and drink,Galway,-1,no,yes,2026-09-16
Tax and accounting,Clare,7,no,no,2026-08-01
Tourism and hospitality,Clare,24,yes,yes,2026-09-09
Tax and accounting,Donegal,17,yes,yes,2026-05-25
Tourism and hospitality,Clare,24,yes,no,2026-09-20
Energy,Galway,11,no,yes,2026-07-04
