agent,task,cost,seconds,handed_back,run
Cato,Checking,306,488,yes,2026-09-13
Vera,Checking,126,372,no,2026-09-04
Cato,Checking,313,238,yes,2026-09-16
Cato,Writing,257,288,yes,2026-08-13
Cato,Writing,214,154,yes,2026-07-01
Sam,Checking,467,399,no,2026-08-14
Cato,Reporting,162,168,no,2026-08-04
Cato,Checking,166,97,yes,2026-08-11
Cato,Reporting,389,468,yes,2026-05-30
Cato,Writing,61,195,no,2026-07-12
Cato,Reporting,304,319,no,2026-08-06
Vera,Reporting,258,282,yes,2026-05-28
Lena,Checking,287,360,yes,2026-09-14
Cato,Reporting,462,344,yes,2026-07-26
Vera,Reporting,205,203,yes,2026-09-06
Cato,Reporting,99,-78,yes,2026-08-14
Vera,Writing,314,293,no,2026-09-11
Cato,Checking,-72,248,yes,2026-07-13
Sam,Writing,217,372,yes,2026-06-10
Sam,Writing,300,291,yes,2026-08-02
Cato,Writing,135,130,yes,2026-08-23
Cato,Checking,273,341,yes,2026-07-15
Lena,Writing,174,110,no,2026-06-07
Vera,Research,123,7,yes,2026-06-26
Sam,Writing,359,329,no,2026-07-12
Sam,Checking,-47,277,no,2026-09-10
Cato,Checking,284,325,yes,2026-09-11
Cato,Checking,273,263,no,2026-08-26
Lena,Writing,227,266,yes,2026-08-11
Cato,Checking,288,300,yes,2026-06-02
Cato,Checking,144,249,yes,2026-07-12
Cato,Writing,-23,15,yes,2026-06-14
Cato,Checking,236,393,yes,2026-06-03
Sam,Checking,-71,244,yes,2026-08-28
Cato,Checking,272,356,yes,2026-08-19
Lena,Checking,260,294,no,2026-08-20
Lena,Checking,237,149,yes,2026-07-14
Cato,Checking,465,444,no,2026-06-25
Vera,Research,58,184,no,2026-07-13
Cato,Checking,70,-7,no,2026-06-10
Sam,Checking,369,363,yes,2026-08-28
Cato,Checking,-19,224,yes,2026-09-16
Vera,Checking,283,285,no,2026-06-19
Cato,Research,246,347,yes,2026-07-19
Vera,Checking,129,304,no,2026-06-18
Vera,Writing,435,404,yes,2026-09-16
Cato,Writing,149,200,no,2026-07-20
Lena,Checking,143,0,yes,2026-07-13
Vera,Checking,366,398,yes,2026-06-21
Vera,Writing,83,233,yes,2026-08-06
Cato,Checking,348,293,no,2026-09-04
Sam,Checking,322,341,yes,2026-08-24
Vera,Checking,285,351,yes,2026-08-10
Sam,Reporting,400,463,no,2026-06-07
Cato,Checking,170,128,no,2026-06-09
Sam,Writing,84,34,no,2026-07-05
Sam,Writing,250,280,no,2026-08-27
Lena,Writing,1,274,yes,2026-09-19
Cato,Checking,312,190,no,2026-07-19
Lena,Research,384,164,yes,2026-06-15
Lena,Checking,120,153,yes,2026-07-04
Cato,Research,366,426,yes,2026-05-31
Vera,Checking,181,95,yes,2026-05-27
Cato,Checking,-21,-24,no,2026-07-18
Cato,Reporting,189,485,no,2026-08-25
Cato,Writing,128,287,no,2026-07-21
Lena,Checking,341,280,no,2026-09-08
Sam,Checking,373,145,yes,2026-07-05
Cato,Checking,268,230,no,2026-09-05
Lena,Checking,448,303,no,2026-06-09
Cato,Checking,186,145,no,2026-06-04
Cato,Research,115,125,no,2026-09-01
Vera,Checking,325,428,no,2026-07-04
Cato,Writing,127,226,no,2026-09-12
Sam,Reporting,215,296,no,2026-08-10
Cato,Checking,228,277,yes,2026-08-09
Cato,Writing,180,242,no,2026-08-18
Cato,Checking,296,314,no,2026-07-01
Cato,Checking,47,188,yes,2026-09-11
Cato,Checking,84,27,no,2026-07-28
Sam,Checking,215,301,yes,2026-09-01
Lena,Reporting,-35,232,no,2026-07-17
Sam,Checking,311,387,yes,2026-06-09
Cato,Writing,337,251,yes,2026-09-17
Lena,Checking,127,206,no,2026-08-12
Lena,Reporting,358,399,yes,2026-09-16
Cato,Checking,32,282,no,2026-06-06
Cato,Research,156,-83,yes,2026-08-19
Cato,Checking,207,267,no,2026-08-10
Sam,Research,47,211,yes,2026-07-03
Vera,Writing,222,262,no,2026-07-06
Cato,Checking,310,173,yes,2026-07-03
Sam,Checking,191,212,yes,2026-09-03
Cato,Writing,375,323,no,2026-07-18
Sam,Reporting,218,85,yes,2026-08-13
Cato,Checking,157,43,yes,2026-06-21
Sam,Reporting,239,466,yes,2026-08-22
Sam,Checking,-9,317,yes,2026-08-18
Vera,Writing,285,194,no,2026-08-06
Vera,Reporting,306,203,no,2026-05-29
Lena,Checking,282,357,yes,2026-09-07
Sam,Checking,430,330,no,2026-07-01
Cato,Checking,123,278,yes,2026-08-11
Sam,Research,30,34,yes,2026-06-11
Cato,Writing,230,348,yes,2026-07-29
Cato,Writing,-58,284,no,2026-08-15
Cato,Writing,273,332,no,2026-06-29
Cato,Checking,293,273,no,2026-08-20
Cato,Reporting,185,224,no,2026-07-03
Sam,Writing,348,398,yes,2026-06-27
Lena,Checking,208,308,yes,2026-06-10
Vera,Writing,33,-99,no,2026-07-08
Cato,Writing,267,359,no,2026-06-08
Lena,Checking,97,294,yes,2026-08-10
Cato,Checking,286,378,yes,2026-07-18
Vera,Writing,291,210,no,2026-08-11
Cato,Checking,171,247,no,2026-09-06
Lena,Checking,455,464,yes,2026-08-11
Sam,Writing,225,85,yes,2026-09-14
Cato,Research,108,58,yes,2026-08-08
Sam,Checking,380,317,no,2026-05-25
Cato,Writing,123,334,no,2026-07-04
Lena,Writing,361,223,yes,2026-07-20
Cato,Writing,417,245,yes,2026-08-11
Cato,Research,202,222,no,2026-06-25
Cato,Checking,359,362,yes,2026-07-16
Cato,Reporting,225,140,no,2026-08-19
Vera,Research,155,113,yes,2026-08-25
Lena,Checking,337,280,yes,2026-05-31
Sam,Checking,97,337,yes,2026-07-22
Cato,Research,196,261,yes,2026-08-10
Cato,Checking,238,342,no,2026-09-13
Lena,Reporting,204,248,no,2026-09-07
Cato,Checking,414,480,yes,2026-09-03
Sam,Writing,213,305,yes,2026-06-16
Sam,Checking,143,-77,yes,2026-07-22
Lena,Writing,195,325,no,2026-06-22
Cato,Checking,-33,350,yes,2026-06-09
Sam,Checking,377,322,yes,2026-08-15
Sam,Writing,347,241,no,2026-08-14
Vera,Checking,225,314,no,2026-08-14
Cato,Checking,413,429,no,2026-07-16
Vera,Checking,236,185,yes,2026-07-31
Cato,Research,105,75,yes,2026-07-01
Sam,Checking,339,410,no,2026-06-10
Cato,Checking,122,322,no,2026-07-20
Vera,Research,309,198,no,2026-07-28
Sam,Reporting,340,246,no,2026-05-24
Sam,Checking,191,277,no,2026-08-11
Cato,Writing,362,314,yes,2026-09-04
Cato,Checking,39,178,no,2026-07-26
Cato,Writing,40,-68,no,2026-06-28
Cato,Checking,331,393,no,2026-09-08
Cato,Writing,87,355,yes,2026-05-24
Sam,Checking,296,315,no,2026-09-09
Sam,Writing,297,170,yes,2026-08-31
Sam,Writing,139,247,no,2026-09-18
Vera,Reporting,467,504,yes,2026-05-29
Cato,Research,200,153,no,2026-09-15
Sam,Checking,-15,-36,yes,2026-07-04
Lena,Checking,301,274,yes,2026-08-09
Cato,Checking,-3,233,yes,2026-06-15
Sam,Checking,304,401,yes,2026-06-17
Vera,Checking,330,264,no,2026-09-09
Sam,Reporting,119,138,no,2026-07-19
Cato,Writing,450,310,yes,2026-06-16
Cato,Writing,139,104,yes,2026-06-30
Cato,Checking,77,-49,no,2026-09-06
Cato,Writing,360,379,no,2026-07-15
Cato,Reporting,123,406,yes,2026-05-24
Cato,Reporting,346,379,no,2026-07-13
Cato,Writing,341,193,no,2026-07-02
Cato,Writing,287,207,no,2026-07-03
Vera,Checking,328,287,no,2026-07-22
Sam,Writing,163,290,no,2026-06-19
Cato,Checking,123,-25,yes,2026-09-08
Vera,Writing,241,470,yes,2026-06-07
Cato,Writing,25,396,no,2026-06-22
Vera,Checking,384,373,yes,2026-07-24
Lena,Writing,325,348,no,2026-06-12
Lena,Writing,248,314,no,2026-07-28
Sam,Writing,328,406,no,2026-07-25
Cato,Research,227,123,no,2026-05-31
Lena,Writing,97,79,yes,2026-07-26
Cato,Checking,286,376,no,2026-08-17
Sam,Writing,52,409,no,2026-09-04
Cato,Checking,393,390,yes,2026-07-18
Cato,Checking,259,221,no,2026-08-22
Lena,Checking,109,343,no,2026-08-07
Cato,Research,477,412,no,2026-07-19
Vera,Writing,158,273,no,2026-07-14
Sam,Checking,67,55,yes,2026-08-18
Vera,Checking,380,363,yes,2026-07-21
Cato,Writing,127,327,no,2026-09-01
Vera,Checking,358,380,yes,2026-05-25
Cato,Writing,244,129,no,2026-09-13
Vera,Writing,247,321,no,2026-05-25
Cato,Checking,382,470,no,2026-09-10
Sam,Checking,205,113,no,2026-09-16
Sam,Reporting,55,-11,no,2026-08-25
Cato,Writing,360,470,yes,2026-08-05
Sam,Research,36,302,no,2026-08-06
Sam,Writing,212,210,yes,2026-08-27
Cato,Checking,215,238,no,2026-08-24
Sam,Checking,123,182,yes,2026-06-14
Cato,Checking,274,325,yes,2026-08-06
Cato,Writing,211,125,no,2026-06-03
Lena,Checking,96,71,no,2026-06-28
Cato,Writing,268,489,yes,2026-07-20
Sam,Writing,-67,350,yes,2026-07-23
Lena,Checking,262,278,yes,2026-06-07
Vera,Reporting,276,143,yes,2026-08-23
Lena,Checking,298,156,yes,2026-08-30
Cato,Checking,300,437,yes,2026-08-08
Sam,Writing,233,197,no,2026-06-15
Cato,Reporting,-18,112,no,2026-07-28
Cato,Reporting,237,375,no,2026-06-26
Cato,Checking,-69,388,no,2026-09-19
Cato,Research,202,185,yes,2026-05-29
Cato,Checking,312,144,yes,2026-08-23
Vera,Checking,199,285,yes,2026-08-19
Cato,Reporting,368,318,yes,2026-07-04
Cato,Checking,146,209,yes,2026-07-07
Sam,Checking,23,-88,yes,2026-08-29
Cato,Checking,219,398,yes,2026-09-01
Sam,Checking,27,371,yes,2026-06-09
Cato,Checking,371,303,yes,2026-08-22
Sam,Checking,233,184,no,2026-05-30
Cato,Checking,299,336,yes,2026-07-02
Cato,Checking,480,347,no,2026-07-04
Cato,Checking,63,282,yes,2026-08-12
Cato,Research,151,-45,yes,2026-07-03
Cato,Writing,186,281,no,2026-07-16
Lena,Checking,125,240,yes,2026-08-11
Cato,Research,226,393,no,2026-09-15
Cato,Checking,290,175,no,2026-07-24
Sam,Research,159,141,no,2026-08-13
Lena,Reporting,368,400,yes,2026-06-22
Cato,Writing,180,85,yes,2026-07-02
Vera,Checking,-15,-90,no,2026-07-29
Cato,Reporting,359,310,no,2026-06-14
Cato,Checking,124,241,no,2026-07-20
Vera,Reporting,251,366,yes,2026-08-05
Cato,Writing,362,321,no,2026-08-06
Cato,Checking,274,222,no,2026-06-27
Sam,Checking,380,424,no,2026-07-25
Cato,Checking,176,188,no,2026-09-15
Cato,Checking,85,116,yes,2026-06-21
Cato,Writing,291,385,yes,2026-06-26
Cato,Checking,129,404,no,2026-06-06
Cato,Checking,350,362,yes,2026-06-18
Cato,Research,360,253,yes,2026-09-17
Lena,Checking,292,331,no,2026-06-20
Sam,Checking,447,416,yes,2026-08-30
Vera,Checking,147,259,yes,2026-07-31
Sam,Checking,106,-41,yes,2026-06-13
Vera,Research,233,485,no,2026-06-17
Cato,Research,23,303,no,2026-06-30
Cato,Checking,238,380,yes,2026-06-19
Lena,Checking,372,276,yes,2026-06-22
Sam,Checking,115,176,yes,2026-08-01
Cato,Reporting,437,424,no,2026-06-09
Cato,Reporting,76,294,no,2026-09-11
Sam,Writing,101,48,yes,2026-06-29
Vera,Reporting,193,299,yes,2026-06-08
Vera,Checking,33,316,yes,2026-07-17
Cato,Checking,262,255,no,2026-06-17
Sam,Checking,320,322,yes,2026-09-02
Sam,Writing,144,218,yes,2026-08-11
Cato,Writing,280,423,yes,2026-09-09
Cato,Research,156,100,no,2026-09-06
Lena,Writing,148,39,yes,2026-07-03
Cato,Reporting,287,341,yes,2026-06-10
Cato,Reporting,83,300,no,2026-08-02
Vera,Reporting,326,334,no,2026-07-19
Cato,Writing,241,289,no,2026-05-28
Cato,Checking,271,174,yes,2026-05-27
Cato,Checking,396,354,yes,2026-08-29
Cato,Research,207,231,yes,2026-06-09
Sam,Checking,-26,-55,yes,2026-06-13
Sam,Writing,235,282,yes,2026-07-06
Cato,Reporting,88,290,no,2026-08-08
Cato,Checking,296,291,no,2026-08-02
Sam,Reporting,388,296,no,2026-09-18
Cato,Writing,130,257,no,2026-07-01
Sam,Writing,453,382,yes,2026-05-26
Cato,Reporting,91,271,no,2026-07-26
Cato,Checking,76,-97,yes,2026-06-25
Lena,Reporting,276,447,yes,2026-08-09
Cato,Checking,92,336,yes,2026-08-26
Cato,Reporting,369,356,yes,2026-06-29
Cato,Checking,409,150,yes,2026-07-14
Vera,Research,190,261,yes,2026-08-01
Sam,Writing,376,353,yes,2026-08-27
Cato,Checking,118,215,no,2026-07-26
Sam,Checking,105,73,no,2026-08-29
Cato,Checking,350,382,yes,2026-07-17
Cato,Checking,91,292,yes,2026-09-08
Vera,Research,201,334,yes,2026-06-26
Sam,Checking,400,251,yes,2026-09-15
Sam,Checking,256,278,no,2026-09-08
Cato,Checking,369,383,yes,2026-06-08
Cato,Checking,95,114,no,2026-05-31
Cato,Checking,99,-89,yes,2026-05-30
Cato,Checking,211,353,no,2026-09-09
Sam,Research,46,358,no,2026-06-20
Vera,Checking,244,180,yes,2026-08-16
Cato,Checking,410,168,no,2026-08-18
Cato,Reporting,255,269,yes,2026-07-29
Cato,Research,334,490,yes,2026-07-27
Cato,Reporting,100,236,yes,2026-07-27
Sam,Checking,85,70,no,2026-07-15
Cato,Writing,211,267,yes,2026-06-29
Lena,Checking,-62,256,no,2026-09-14
Cato,Checking,370,241,yes,2026-06-13
Cato,Reporting,349,259,yes,2026-08-03
Sam,Writing,191,290,no,2026-06-14
Cato,Writing,467,510,no,2026-05-30
Sam,Checking,98,94,no,2026-07-22
Sam,Writing,154,-63,no,2026-06-04
Cato,Research,358,445,no,2026-06-16
Vera,Checking,-67,309,no,2026-07-29
Cato,Writing,334,342,no,2026-05-24
Cato,Checking,405,283,yes,2026-08-06
Cato,Checking,149,200,no,2026-07-02
Cato,Checking,457,362,no,2026-07-30
Cato,Checking,90,307,no,2026-08-06
Lena,Reporting,131,61,yes,2026-06-03
Cato,Checking,249,385,no,2026-06-27
Vera,Checking,-41,358,no,2026-07-17
Vera,Writing,373,387,yes,2026-09-17
Lena,Checking,369,187,no,2026-09-12
Cato,Checking,244,274,no,2026-05-31
Cato,Checking,305,347,no,2026-08-18
Cato,Reporting,79,96,yes,2026-09-09
Cato,Writing,139,124,no,2026-06-30
Cato,Checking,219,376,no,2026-09-03
Cato,Checking,125,379,no,2026-07-05
Cato,Checking,379,249,yes,2026-08-10
Vera,Writing,390,209,no,2026-06-16
Sam,Reporting,259,209,no,2026-08-27
Sam,Checking,382,413,no,2026-09-15
Cato,Checking,202,234,no,2026-08-27
Sam,Checking,-20,42,no,2026-09-20
Cato,Writing,352,409,yes,2026-06-11
Cato,Checking,9,369,no,2026-09-20
Cato,Reporting,310,323,no,2026-07-08
Cato,Writing,345,237,yes,2026-07-08
Sam,Writing,188,288,yes,2026-08-14
Lena,Checking,372,345,yes,2026-07-13
Cato,Checking,208,228,no,2026-07-06
Cato,Checking,90,23,yes,2026-07-10
Sam,Writing,309,398,yes,2026-09-02
Cato,Writing,94,341,yes,2026-06-05
Cato,Checking,305,244,yes,2026-07-08
Cato,Checking,348,339,yes,2026-07-07
Cato,Checking,250,202,no,2026-07-06
Cato,Research,475,390,no,2026-06-08
Lena,Research,104,132,yes,2026-07-10
Lena,Checking,37,-78,no,2026-07-11
Sam,Checking,368,391,yes,2026-08-23
Vera,Writing,101,411,yes,2026-06-17
Sam,Writing,304,331,yes,2026-08-25
Lena,Checking,377,300,yes,2026-09-15
Cato,Writing,277,199,no,2026-08-23
Sam,Research,418,493,no,2026-07-22
Cato,Writing,37,162,yes,2026-06-06
Sam,Reporting,73,-89,no,2026-07-31
Cato,Writing,316,449,no,2026-05-31
Sam,Checking,-58,201,yes,2026-07-30
Sam,Writing,239,313,yes,2026-06-02
Sam,Checking,222,317,no,2026-08-02
Cato,Checking,212,143,no,2026-06-16
Cato,Research,339,423,yes,2026-06-28
Cato,Reporting,141,95,no,2026-09-07
Cato,Research,63,0,yes,2026-06-23
Cato,Checking,380,329,no,2026-05-27
Sam,Checking,0,318,yes,2026-06-17
Cato,Checking,233,364,yes,2026-07-20
Cato,Writing,384,192,yes,2026-09-04
Cato,Checking,180,344,yes,2026-06-28
Sam,Checking,296,297,no,2026-07-17
Sam,Checking,141,134,yes,2026-06-09
Cato,Writing,61,78,no,2026-09-18
Lena,Checking,367,430,no,2026-08-05
Sam,Checking,34,368,no,2026-07-12
Cato,Checking,273,239,no,2026-08-29
Cato,Writing,279,133,no,2026-06-27
Sam,Writing,196,244,no,2026-07-24
Cato,Reporting,362,407,no,2026-07-19
Lena,Writing,110,158,no,2026-06-18
Cato,Checking,18,34,no,2026-06-08
Lena,Checking,263,456,yes,2026-07-11
Vera,Checking,6,366,no,2026-06-16
Vera,Checking,215,338,yes,2026-06-04
Cato,Reporting,404,271,yes,2026-07-31
Sam,Writing,184,280,yes,2026-06-25
Sam,Checking,413,463,no,2026-08-17
Cato,Writing,131,198,yes,2026-07-25
Cato,Checking,12,-20,yes,2026-07-05
Cato,Writing,357,402,no,2026-07-25
Lena,Writing,-71,406,yes,2026-06-28
Cato,Writing,225,221,no,2026-08-12
Cato,Research,275,273,yes,2026-08-29
Sam,Checking,131,231,yes,2026-08-05
Vera,Checking,421,384,yes,2026-08-12
Sam,Research,166,302,yes,2026-06-23
Cato,Research,133,123,yes,2026-07-27
Cato,Reporting,381,479,no,2026-06-13
Cato,Writing,4,218,yes,2026-08-23
Lena,Checking,365,258,no,2026-07-28
Sam,Research,232,318,no,2026-08-08
Sam,Checking,192,216,no,2026-06-04
Cato,Reporting,289,385,yes,2026-06-12
Lena,Checking,114,140,yes,2026-09-14
Lena,Checking,5,118,no,2026-07-07
Vera,Checking,340,481,no,2026-09-14
Cato,Checking,68,409,no,2026-06-24
Cato,Checking,383,253,no,2026-09-19
Cato,Reporting,353,274,no,2026-09-09
Lena,Writing,248,206,no,2026-09-01
Sam,Checking,474,503,yes,2026-08-27
Cato,Writing,48,204,yes,2026-09-05
Cato,Research,-32,8,yes,2026-08-21
Vera,Checking,280,322,no,2026-08-05
Cato,Checking,-65,392,no,2026-08-31
Lena,Research,311,378,no,2026-07-03
Cato,Checking,221,211,no,2026-08-08
Cato,Research,113,222,yes,2026-06-02
Cato,Checking,458,498,yes,2026-09-01
Cato,Checking,226,213,yes,2026-09-03
Cato,Research,29,10,yes,2026-06-10
Sam,Checking,224,446,yes,2026-08-01
Sam,Checking,-62,358,no,2026-06-07
Cato,Research,334,190,yes,2026-09-01
Cato,Writing,375,333,no,2026-07-18
Sam,Writing,268,190,yes,2026-08-18
Sam,Writing,399,343,yes,2026-06-17
Cato,Reporting,232,123,yes,2026-07-19
Lena,Writing,152,-58,no,2026-08-19
Sam,Writing,195,389,yes,2026-08-08
Lena,Checking,95,273,yes,2026-07-04
Sam,Checking,262,275,yes,2026-08-04
Lena,Writing,321,192,no,2026-09-06
Sam,Checking,120,359,no,2026-06-27
Vera,Reporting,349,466,no,2026-08-21
Lena,Reporting,66,146,no,2026-06-22
Sam,Checking,28,-91,no,2026-08-04
Sam,Checking,206,312,no,2026-09-02
Cato,Research,59,405,no,2026-05-24
Cato,Checking,220,221,yes,2026-08-31
Sam,Writing,222,256,no,2026-05-27
Cato,Checking,104,134,yes,2026-07-18
Vera,Writing,357,393,no,2026-08-04
Cato,Research,114,131,yes,2026-07-06
Cato,Writing,52,3,no,2026-08-07
Sam,Writing,357,283,yes,2026-06-08
Sam,Checking,60,331,no,2026-06-05
Cato,Checking,235,258,no,2026-07-18
Cato,Checking,385,207,no,2026-08-06
Sam,Checking,286,300,no,2026-09-19
Sam,Writing,329,356,no,2026-09-17
Cato,Writing,40,119,yes,2026-07-11
Vera,Research,-36,-23,no,2026-09-14
Cato,Writing,341,461,yes,2026-06-29
Sam,Writing,33,268,no,2026-08-17
Sam,Checking,317,243,no,2026-07-15
Cato,Writing,333,175,yes,2026-09-03
Vera,Research,293,253,yes,2026-08-08
Vera,Checking,299,489,yes,2026-09-13
Vera,Writing,202,233,no,2026-09-19
Sam,Checking,75,98,no,2026-06-12
Cato,Reporting,374,297,no,2026-06-29
Vera,Reporting,115,201,yes,2026-06-17
Vera,Reporting,376,397,yes,2026-07-12
Cato,Research,324,239,no,2026-07-22
Cato,Checking,222,291,yes,2026-08-09
Cato,Checking,393,334,yes,2026-09-08
Cato,Research,66,289,yes,2026-07-04
Cato,Research,111,-2,no,2026-07-09
Cato,Research,251,323,yes,2026-08-28
Sam,Writing,93,269,no,2026-08-08
Sam,Checking,379,340,no,2026-06-28
Cato,Checking,284,328,no,2026-06-30
Sam,Writing,152,146,no,2026-08-30
Sam,Reporting,359,348,yes,2026-08-29
Cato,Reporting,93,193,no,2026-06-23
Cato,Research,155,91,yes,2026-07-03
Cato,Checking,241,279,no,2026-08-04
Cato,Checking,60,352,yes,2026-07-28
Cato,Checking,267,375,yes,2026-07-26
Cato,Writing,291,186,no,2026-09-13
Lena,Reporting,175,208,no,2026-09-08
Cato,Writing,367,443,yes,2026-06-05
Cato,Reporting,34,179,yes,2026-08-06
Cato,Checking,24,-8,yes,2026-08-28
Lena,Checking,208,335,no,2026-08-12
Cato,Checking,-40,294,no,2026-07-27
Sam,Research,296,240,yes,2026-08-08
Lena,Checking,298,204,yes,2026-06-28
Cato,Checking,222,293,no,2026-08-10
Vera,Writing,420,329,yes,2026-06-05
Vera,Reporting,44,210,no,2026-07-19
Cato,Writing,163,69,no,2026-06-28
Vera,Checking,322,306,no,2026-06-29
Vera,Reporting,64,293,no,2026-06-11
Sam,Research,283,401,yes,2026-08-07
Cato,Writing,274,231,yes,2026-06-25
Cato,Checking,253,188,yes,2026-09-03
Cato,Checking,443,400,no,2026-07-04
Cato,Checking,71,213,no,2026-07-05
Sam,Checking,163,33,no,2026-08-22
Cato,Checking,335,340,yes,2026-07-16
Sam,Checking,-42,340,yes,2026-08-04
Cato,Checking,376,329,no,2026-07-19
Cato,Reporting,251,266,yes,2026-07-06
Cato,Writing,289,179,no,2026-09-15
Sam,Checking,392,472,yes,2026-06-27
Sam,Checking,87,237,no,2026-06-20
Cato,Checking,-34,31,no,2026-06-11
Sam,Checking,320,440,no,2026-09-06
Cato,Checking,124,370,no,2026-07-27
Cato,Writing,357,401,yes,2026-06-28
Cato,Writing,385,275,yes,2026-05-28
Cato,Checking,161,258,no,2026-08-23
Sam,Writing,469,396,no,2026-07-17
Cato,Checking,166,243,no,2026-07-21
Cato,Reporting,158,15,yes,2026-06-08
Cato,Checking,356,353,yes,2026-07-06
Cato,Checking,64,243,no,2026-09-14
Cato,Writing,224,327,no,2026-06-25
Cato,Checking,364,201,no,2026-09-19
Cato,Checking,282,154,yes,2026-07-31
Cato,Writing,473,296,no,2026-08-26
Cato,Reporting,197,222,no,2026-08-02
Cato,Checking,131,87,no,2026-07-05
Cato,Research,226,414,no,2026-08-27
Sam,Reporting,-25,421,yes,2026-07-12
Cato,Reporting,393,297,yes,2026-08-24
Cato,Research,320,245,no,2026-09-18
Sam,Checking,240,299,no,2026-07-03
Cato,Checking,304,311,no,2026-08-22
Cato,Checking,198,189,yes,2026-07-19
Lena,Research,157,88,yes,2026-06-07
Cato,Checking,269,350,yes,2026-06-26
Cato,Reporting,28,239,no,2026-06-15
Sam,Checking,296,394,no,2026-06-12
Vera,Writing,387,276,no,2026-05-28
Vera,Checking,238,149,yes,2026-06-23
Cato,Writing,320,505,no,2026-08-31
Cato,Research,160,285,yes,2026-09-09
Cato,Research,135,125,yes,2026-07-22
Cato,Checking,203,439,yes,2026-06-11
Cato,Writing,59,301,yes,2026-09-20
Cato,Writing,190,229,no,2026-07-15
Sam,Writing,272,151,no,2026-07-01
Cato,Checking,295,162,no,2026-07-21
Cato,Checking,476,301,no,2026-07-10
Lena,Writing,70,285,yes,2026-06-18
Cato,Reporting,119,24,yes,2026-07-02
Sam,Reporting,287,459,no,2026-08-20
Vera,Reporting,101,238,no,2026-08-25
Sam,Checking,378,315,yes,2026-05-28
Sam,Reporting,365,295,no,2026-07-17
Cato,Research,251,240,no,2026-07-16
Vera,Checking,475,311,yes,2026-09-12
Sam,Reporting,109,243,yes,2026-07-18
Sam,Checking,148,-15,no,2026-08-28
Sam,Research,302,268,no,2026-09-19
Lena,Checking,81,255,no,2026-09-06
Lena,Checking,278,377,yes,2026-09-04
Cato,Checking,225,155,no,2026-09-01
Cato,Checking,247,209,no,2026-07-15
Cato,Checking,369,371,yes,2026-08-04
Cato,Writing,218,135,no,2026-07-18
Cato,Checking,18,38,no,2026-07-25
Sam,Writing,209,370,no,2026-08-29
Cato,Checking,125,268,no,2026-08-20
Sam,Checking,375,362,no,2026-07-04
Lena,Research,232,218,no,2026-06-19
Cato,Reporting,305,252,yes,2026-06-14
Sam,Checking,358,322,no,2026-08-19
Cato,Checking,46,210,yes,2026-05-24
Sam,Checking,84,31,no,2026-07-19
Sam,Checking,356,485,no,2026-08-20
Sam,Checking,56,406,no,2026-08-09
Vera,Checking,281,368,no,2026-06-21
Lena,Checking,284,268,yes,2026-06-23
Cato,Checking,210,154,yes,2026-08-10
Cato,Research,391,482,no,2026-08-25
Lena,Checking,133,124,yes,2026-08-14
Sam,Checking,94,-38,no,2026-08-27
Lena,Reporting,319,474,yes,2026-06-02
Cato,Checking,43,337,no,2026-06-01
Cato,Writing,300,228,yes,2026-09-16
Cato,Reporting,329,284,yes,2026-09-20
Cato,Writing,197,159,yes,2026-07-01
Sam,Research,284,411,no,2026-07-18
Sam,Checking,170,270,no,2026-08-20
Sam,Reporting,165,58,yes,2026-09-12
Cato,Checking,381,465,no,2026-07-14
Vera,Research,-57,226,no,2026-07-01
Vera,Reporting,344,334,no,2026-06-09
Cato,Checking,356,338,no,2026-07-29
Sam,Checking,262,160,no,2026-05-24
Sam,Research,451,437,yes,2026-06-03
Sam,Writing,145,233,no,2026-08-01
Sam,Writing,-26,112,yes,2026-07-27
Cato,Checking,251,387,yes,2026-07-26
Cato,Checking,18,204,yes,2026-08-11
Cato,Checking,387,312,no,2026-07-14
Lena,Checking,416,139,no,2026-05-29
Cato,Checking,203,222,yes,2026-07-12
Cato,Reporting,446,445,no,2026-06-19
Cato,Checking,183,183,no,2026-09-20
Sam,Research,27,-81,no,2026-08-18
Cato,Writing,324,452,no,2026-05-28
Cato,Writing,-11,356,no,2026-06-25
Vera,Reporting,306,219,no,2026-08-30
Vera,Research,272,265,yes,2026-05-30
Sam,Checking,156,182,yes,2026-08-15
Cato,Checking,283,381,yes,2026-05-24
Cato,Checking,234,124,no,2026-08-29
Cato,Checking,147,-98,no,2026-05-28
Cato,Reporting,265,356,yes,2026-05-27
Cato,Checking,-51,352,yes,2026-07-20
Cato,Checking,205,296,no,2026-08-06
Cato,Reporting,250,303,no,2026-09-03
Sam,Writing,267,134,yes,2026-08-23
Lena,Checking,317,427,no,2026-05-31
Vera,Research,111,97,no,2026-08-07
Cato,Checking,-27,123,yes,2026-08-29
Cato,Writing,259,395,no,2026-09-04
Cato,Checking,5,229,yes,2026-05-27
Lena,Reporting,306,220,no,2026-08-19
Sam,Writing,306,166,yes,2026-09-12
Vera,Checking,276,152,no,2026-07-09
Cato,Reporting,288,398,no,2026-08-11
Cato,Research,79,108,no,2026-08-15
Sam,Reporting,58,-22,no,2026-08-04
Cato,Checking,245,481,no,2026-06-29
Sam,Writing,130,418,yes,2026-08-11
Cato,Writing,384,222,no,2026-06-22
Cato,Checking,418,120,yes,2026-07-03
Cato,Checking,161,244,no,2026-07-05
Sam,Checking,420,477,no,2026-07-26
Cato,Checking,231,217,yes,2026-07-04
